"","frasi","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1352","""Ti va di fare un giro in moto?",0,0,0,0,0,0,0,0,0,0
"1353","Io vado piano, te lo prometto"" mi propone il ragazzo accanto a me, io decido di accettare e forse in fondo lo faccio un po‘ anche per provocare Matt.",0,1,1,0,0,1,0,0,2,0
"1354","Alejandro mi sorride e noto delle fossette agli angoli della sua bocca: ha davvero un bel sorriso questo ragazzo.",0,1,1,0,2,0,3,2,1,3
"1355","Salgo sulla moto di Alejandro e mi stringo a lui non appena parte a tutta velocità, non voglio proprio rischiare di volare via dal veicolo.",0,0,0,0,0,0,0,0,0,0
"1356","Perché ho accettato?",0,0,0,0,0,0,0,0,0,0
"1357","Sono a dir poco terrorizzata in questo momento.",0,0,0,0,0,0,0,0,0,0
"1358","Mi porta a fare un giro lungo la costa di Miami, la bellezza del mare di notte mi distrae dalla mia paura per l‘alta velocità.",2,2,0,2,1,0,1,0,2,3
"1359","""Hai visto che bello?"" mi domanda il ragazzo aumentando ancora di poco la velocità.",1,1,1,0,1,1,1,1,2,4
"1360","""Miami è stupenda anche di notte"" rispondo stringendomi ancora di più a lui, ho troppo timore di cadere.",0,0,0,0,0,1,0,0,1,1
"1361","Dopo qualche minuto facciamo ritorno al parcheggio dal quale siamo partiti, vedo Matt in lontananza che chiacchiera con la ragazza di prima.",1,0,0,0,0,0,0,0,1,0
"1362","Credo che Matt non si sarà neanche accorto della mia assenza.",0,0,0,1,0,1,0,0,1,0
"1363","Nel frattempo io e Alejandro scendiamo dalla moto e ci incamminiamo per raggiungere gli altri.",0,0,0,0,1,0,0,1,0,1
"1364","Noto un paio di occhi di ghiaccio che si soffermano sulla mia figura, osservo la sua mascella che si contrae di scatto non appena sposta il suo sguardo su Alejandro.",0,0,0,0,0,0,0,0,0,1
"1365","""Come è andata la corsa?"" domando a Matt con assoluta indifferenza.""Bene"" risponde acidamente.",1,0,1,2,0,2,0,0,3,0
"1366","""Io e Melissa dobbiamo andare"" saluta i ragazzi e mi trascina via senza neanche lasciarmi il tempo di dire nulla.",0,1,0,0,0,0,0,0,0,0
"1367","""Cosa ti è saltato in mente?"" è arrabbiato, lo riesco a leggere chiaramente dal suo sguardo.",1,0,1,0,0,0,0,0,1,1
"1368","""Tu sei andato in moto con una ragazza, per quale motivo io non sarei dovuta andare a fare un giro con lui?"" gli punto il dito contro.""Sei gelosa Melissa?"" il suo tono sembra divertito adesso, ancora mi stupisco per i suoi repentini cambiamenti di umore.""No, ma forse qui quello geloso sei tu e neanche te ne rendi conto.",2,0,1,0,1,0,0,1,3,3
"1369","Anzi, tu non vuoi rendertene conto"" lo stuzzico io.""Avevo soltanto paura che ti capitasse qualcosa, sono stato preoccupato per te dopo quello che mi hai raccontato"" emette un sospiro e alza le mani in segno di resa.",2,1,0,3,0,2,1,1,4,0
"1370","""Talmente preoccupato che ti ho visto parecchio intento a chiacchierare con quella ragazza"" borbotto.",0,0,0,0,0,1,0,0,1,0
"1371","""Melissa, quella ragazza è mia cugina che tu ci creda o no"" scoppia a ridere.""Ma Alejandro mi ha detto che.."" provo a giustificarmi, ma vengo interrotta da lui prima che io possa terminare la frase.",0,0,0,0,0,1,0,1,1,0
"1372","""Qualsiasi cosa abbia detto lo ha fatto apposta.",0,0,0,0,0,0,0,2,0,0
"1373","L‘ho visto da come ti guardava che aveva intenzione di provarci te"" mi interrompe.",0,0,0,0,0,0,0,0,0,0
"1374","""Monta in moto su"" mi esorta.",0,0,0,0,0,0,0,0,0,0
"1375","""Torniamo a casa?"" gli domando.""Non ancora Melissa"" mi ammonisce.",0,0,0,0,0,0,0,0,0,1
"1376","Che ne pensate di questo capitolo?""",0,0,0,0,0,0,0,0,0,0
"1377","Dove stiamo andando?"" mi stringo a lui mentre inizia a sfrecciare per le vie buie.",0,0,0,0,0,0,0,0,0,0
"1378","""Non ti piacciono le sorprese Melissa?"" chiede, riesco a notare il suo sorriso dallo specchietto della moto.""Comunque siamo quasi arrivati"" aggiunge dopo aver percorso un paio di chilometri.",0,1,0,0,2,0,2,2,0,2
"1379","Ferma la moto di fronte a una spiaggia, ‘Hobie beach‘ riesco a leggere su un cartello situato in penombra.",0,0,0,0,1,0,0,0,1,0
"1380","Il mare appare come una tavola piatta, c‘è un lungo pontile al centro che conduce su una piattaforma rotonda posta in mezzo all‘acqua.",0,2,0,0,0,0,0,1,0,2
"1381","Non ci sono nuvole in cielo e quindi le stelle si distinguono benissimo.",0,0,0,0,0,0,0,0,0,1
"1382","""È bellissimo qui"" mormoro felice.",0,1,0,0,2,0,0,1,0,2
"1383","""Dai vieni con me"" mi rivolge un accenno di sorriso e mi trascina sul pontile in legno sospeso sul pelo dell‘acqua.",1,1,1,1,2,2,2,2,2,2
"1384","""Andiamo lì"" mi indica il centro della grande piattaforma in mezzo al mare che è illuminata solo dalla luce delle stelle.",0,0,0,0,0,0,0,1,0,2
"1385","Ci sediamo su una panca in legno situata accanto a una specie di steccato che delimita la struttura circolare.",0,0,0,0,0,0,0,2,0,1
"1386","Matt appoggia involontariamente la sua mano sulla mia coscia, mi irrigidisco perché sono colta di sorpresa da questo suo gesto.",0,0,0,1,1,0,1,0,0,1
"1387","""Mi hai detto che saresti voluta uscire con me da amici, sta tranquilla che non ti bacerò"" mi dice tranquillo.""A meno che.."" aggiunge poi lasciando in sospeso la sua frase.""A meno che cosa?"" domando curiosa, in realtà in questo momento il mio corpo desidera solo ricevere un suo bacio.""A meno che tu non lo voglia"" ridacchia, il mio cuore comincia a martellarmi forte nel petto come se volesse scappare dalla mia gabbia toracica.",1,2,1,1,3,4,2,3,3,5
"1388","Gli sguardi a volte valgono molto più di mille parole:",1,0,0,0,0,0,0,0,1,0
"1389","anche il più grande idiota riuscirebbe a  capire che ho perso completamente la testa per lui.",1,0,2,0,0,1,0,1,3,2
"1390","Lui posa il suo sguardo su di me e fa scontrare i suoi occhi con i miei, scende poi a posarsi sulle mie labbra, si avvicina sempre di più al mio viso.",0,0,0,0,0,0,0,0,1,0
"1391","""Te l‘ho detto che non ti bacerò se non sarai tu a volerlo"" mi dice sfiorando le mie labbra appena con le sue.",0,0,0,0,0,0,0,1,0,0
"1392","Non resisto e premo la mia bocca sulla sua:",0,0,0,0,0,0,1,0,0,0
"1393","forse non avrei dovuto, ma poco mi importa.",1,1,1,1,0,1,0,1,1,0
"1394","Con la lingua si fa spazio nella mia bocca, le mie labbra si scontrano ripetutamente con le sue.",0,0,0,0,0,0,1,0,0,0
"1395","Mi morde delicatamente il labbro inferiore e riprende a baciarmi con più foga di prima, le nostre lingue iniziano a ricorrersi e a cercarsi senza sosta.",1,0,0,1,0,3,0,0,3,0
"1396","Sento un formicolio alla bocca del mio stomaco, nessun bacio mi ha mai causato le sensazioni che mi fa provare Matt.",0,1,1,0,1,0,2,0,0,1
"1397","Infilo una mano fra i suoi capelli e li tiro leggermente mettendomi a cavalcioni su di lui, lo sento ansimare piano contro la mia bocca.",3,1,0,2,0,1,2,0,3,0
"1398","""Quando si tratta di te io non so cosa mi succede, che cosa mi fai Melissa?"" mormora piano sfiorando la mia bocca con la sua.",0,1,0,0,0,0,1,0,0,0
"1399","""Per quanto io cerchi di trattenermi in ogni modo possibile e immaginabile, con te proprio non riesco"" ridacchia e riprende a baciarmi.",0,0,0,0,0,0,0,0,0,0
"1400","Comincia a lasciarmi una scia di baci morbidi e umidi intorno alla bocca torturandomi.",0,0,0,0,0,0,1,0,0,0
"1401","Io cerco di baciarlo sulle labbra, ma lui si sposta e ridacchia.""Ah non ne hai ancora abbastanza?"" mi prende in giro e finalmente torna a concentrarsi sulle mie labbra.",0,0,0,0,0,0,0,1,0,2
"1402","""Ti fermi a dormire da me?"" si stacca dalla mia bocca e mi guarda negli occhi mentre mi rivolge questa domanda.",1,0,0,0,0,0,1,0,1,1
"1403","""Ci devo riflettere"" fingo di pensarci su.""Okay vieni da me, la decisione è già stata presa dal sottoscritto"" mi dice serio.",0,0,0,0,0,0,0,0,0,1
"1404","""Se proprio insisti"" ridacchio.",0,0,0,0,0,0,0,0,0,0
"1405","- Siamo nell‘ascensore del nostro palazzo.",0,0,0,0,0,0,0,0,0,0
"1406","La mia schiena è appoggiata alla parete di metallo fredda, il suo corpo preme contro di me e la sua lingua continua ad accarezzare la mia.",1,1,0,0,1,0,1,1,1,1
"1407","Usciamo poi dallo stretto spazio con le pareti di metallo senza mai smettere di baciarci e di stringerci l‘uno all‘altro, arriviamo fino alla porta del suo appartamento.",0,0,0,0,0,0,0,0,1,0
"1408","""Non fare rumore, altrimenti quei due curiosoni si sveglieranno e interromperanno qualsiasi nostro piano"" scoppia a ridere lui.",0,1,0,0,0,0,0,0,1,0
"1409","Entriamo in casa cercando di fare silenzio e andiamo in camera sua, chiude la porta con un calcio mentre continua a divorarmi le labbra.",1,1,0,0,1,0,0,0,1,2
"1410","Comincia a baciarmi il collo mentre mi sfila il giacchetto di jeans, non vedo l‘ora di togliere di mezzo tutto questi strati di tessuto inutile che separano i nostri corpi.",0,0,0,0,0,0,0,0,1,0
"1411","Torna a concentrarsi sulle mie labbra, il sapore della sua bocca mi sta facendo impazzire.",1,1,1,1,1,1,1,1,1,1
"1412","Si sfila la giacca con un movimento veloce, io gli tolgo la maglia senza perdere altro tempo.",2,1,1,1,0,2,2,0,2,2
"1413","Noto una macchiolina violacea sul suo petto, è un succhiotto e sembra essere recente.",0,0,0,0,0,0,0,0,0,1
"1414","Chi diamine glielo ha fatto?""",0,0,0,0,0,0,0,1,0,0
"1415","Non cambierai mai!"" mi stacco di botto da lui che però comincia a ridere.",0,0,0,0,0,0,0,0,0,0
"1416","Gli sembra per caso una situazione divertente?""",0,1,0,1,2,1,0,0,1,2
"1417","Si può sapere perché stai ridendo idiota?"" ora sto praticamente gridando.",1,0,2,0,0,0,0,0,2,0
"1418","""Perché questo succhiotto me lo ha fatto una persona che conosci bene"" mi fa l‘occhiolino, ma io avrei soltanto voglia di mollargli uno schiaffo.",2,0,0,0,0,0,1,1,2,0
"1419","""Sei andato al letto con una delle mie amiche?"" sento un nodo stretto allo stomaco al solo pensiero.",0,1,1,0,0,0,0,0,0,0
"1420","""Melissa me lo hai fatto tu dopo la festa a casa di Avani"" scoppia a ridere mentre mi confessa la verità.",0,1,0,0,1,0,1,1,0,1
"1421","""Ma che dici.."" guardo in basso imbarazzata, le immagini di me che succhio piano la sua pelle invadono la mia testa.",0,1,0,0,0,0,0,0,0,0
"1422","I ricordi di quella sera cominciano a manifestarsi nella mia mente e non potrei sentirmi più stupida in questo momento: sono una perfetta idiota.",1,0,2,0,0,0,0,0,2,1
"1423","""Mi piaci quando sei gelosa, anzi mi fai quasi impazzire"" mi solleva, io stringo le mie gambe attorno alla sua vita per aiutarlo a sorreggermi.",1,0,0,1,0,0,0,0,1,0
"1424","Mi butta sul letto, il suo corpo è posizionato sopra di me mentre si tiene in equilibrio sui gomiti.",0,0,0,0,0,0,0,0,0,2
"1425","Ad un certo punto divarica leggermente le mie cosce mettendo la sua gamba fra di esse.",0,0,0,0,0,0,0,0,0,0
"1426","Solo lo strato leggero di pizzo del mio body separa il mio corpo dal suo, una sensazione di calore mi pervade di colpo per l‘ennesima volta.",2,0,0,1,0,1,0,1,2,1
"1427","Spero che il capitolo vi sia piaciuto"" Sei sicura?"" soffia contro la mia bocca.",1,0,0,0,0,0,1,0,1,0
"1428","Le sue labbra sfiorano appena le mie, sussulto appena avverto il suo tocco dolce.",0,1,0,0,1,0,1,1,0,1
"1429","""Sta zitto, sono sicura"" riprendo a baciarlo senza esitazioni, le mie mani scivolano sulla zip dei suoi jeans e la abbassano.",0,0,0,0,0,0,0,0,0,0
"1430","Lui se li sfila di fretta per aiutarmi nel mio intento, poi fa lo stesso con i miei pantaloni.",0,2,0,0,0,0,0,0,0,0
"1431","Mi fa liberare velocemente del mio body, rabbrividisco al contatto della sua pelle calda contro la mia che pare essere fatta di ghiaccio ora.",2,1,0,0,1,0,1,1,1,2
"1432","Si stacca per un secondo dalle mie labbra e posa il suo sguardo su di me.",0,0,0,0,0,0,0,0,1,0
"1433","Ci guardiamo per qualche secondo senza dire una parola, forse si comincia a fare l‘amore già così con gli occhi negli occhi, persi a guardaci e morendo dalla voglia di sentirci ancora più vicini l‘uno all‘altro.",0,0,0,0,0,0,0,1,0,2
"1434","Mi da dei baci lenti e dolci sulla bocca, passa poi al collo, al mio petto, arriva all‘altezza della mia pancia e torna infine a concentrarsi sulle mie labbra.""Ti voglio Melissa"" sospira.",0,2,1,0,2,0,2,1,0,2
"1435","Chiede il mio permesso con lo sguardo e poi scivola piano e lentamente dentro di me, mi scappa un gemito non appena avverto una sensazione che non provavo da tempo ormai.",0,2,1,0,0,1,0,0,1,0
"1436","La mia pelle sta andando a fuoco, sento un formicolio allo stomaco e poi una sorta di stretta nel momento in cui Matt scivola ancora dentro di me.",0,0,1,1,0,0,0,0,0,2
"1437","Stringo le gambe attorno alla sua vita, lui affonda ancora di più dentro di me mentre posso sentire un gemito soffocato che proviene dalle sua labbra.",0,0,1,0,0,1,0,0,1,1
"1438","Continua a affondare lentamente dentro di me, con questo ritmo mi sta torturando.",0,0,0,0,0,0,0,0,0,0
"1439","Tiene le mie mani intrecciate alle sue sopra la mia testa, mentre ogni tanto mi mordicchia dolcemente le labbra.",0,0,0,0,0,0,0,0,0,0
"1440","Ad un certo punto comincia ad aumentare il ritmo, cerco di soffocare dei gemiti per paura che qualcuno ci possa sentire o di svegliare i ragazzi che dormono nella squadra adiacente.",3,1,0,3,0,0,1,1,4,2
"1441","Il suo respiro si fa sempre più affannato, sta per arrivare al massimo del piacere e io con lui.",0,2,0,1,1,0,2,0,1,2
"1442","Si stende accanto a me e mi guarda in modo quasi dolce, non mi ha mai guardata così.",0,1,0,0,1,0,1,1,0,1
"1443","Vedere un ragazzo che ti guarda così dopo che sei già sua non ha davvero prezzo, mi sta facendo impazzire.",1,0,1,1,0,0,0,0,2,0
"1444","""Dormi qua stasera, non scappi eh"" mi avverte.""Ho scelta?"" lo prendo in giro.",0,0,0,0,0,0,0,0,0,1
"1445","Mi attira a sé e mi bacia dolcemente, la sua lingua accarezza lentamente la mia.""Direi proprio di no"" mi stampa un bacio all‘angolo della bocca.",0,1,0,0,1,0,2,0,1,1
"1446","Ci addormentiamo così, con i nostri corpi incastrati fra di loro.",0,0,0,0,0,0,0,0,0,0
"1447","Mi sento al sicuro fra le sue braccia, non potrei chiedere di meglio al momento.",0,0,0,0,1,0,0,1,0,1
"1448","- Mi sveglio con una mano che mi accarezza dolcemente la schiena, la inarco leggermente sotto il tocco così stranamente delicato di Matt.""Buongiorno dormigliona"" mi prende in giro per poi darmi un leggero bacio a stampo.""Buongiorno"" sorrido mentre mi stiracchio leggermente:",0,1,0,0,1,0,1,0,0,1
"1449","allungo prima le mie gambe e poi le mie braccia.",0,0,0,0,0,0,0,0,0,0
"1450","""Dobbiamo alzarci"" Matt cerca di sollevarsi dal letto, ma gli afferro il braccio e lo ritiro giù.",0,1,0,1,1,1,0,1,1,1
"1451","""No restiamo a letto ancora un po‘"" porto il mio corpo sopra al suo, mi tengo in equilibrio sui gomiti per non aderire del tutto a lui.",0,0,0,0,0,0,0,1,1,4
"1452","""Melissa così potrebbe andare a finire male, molto male"" ride stringendomi a sé e portandomi a scontrare il mio petto con il suo.""Male?"" lo punzecchio.""Lo sai cosa intendo"" seppellisce il suo volto fra i miei capelli, sento il suo odore di menta che mi fa andare ogni volta fuori di testa.",5,0,3,4,0,5,0,0,8,0
"1453","Alla fine cedo e mi vesto per andare in cucina a fare colazione: dall‘odore dolce che posso già sentire dalla camera di Matt, capisco che Ryan e Quinton hanno preparato gli waffle.""Ormai resti qui a dormire ogni notte?",1,2,2,1,1,0,1,3,3,4
"1454","Dovresti pagarci l‘affitto"" ridacchia Ryan.""A dormire proprio, sì Ryan credici.",0,0,0,0,0,0,0,0,0,0
"1455","Quei due non fanno altro che darci dentro senza ritegno"" gli fa il verso Quinton.""Smettetela"" sbuffo e alzo gli occhi al cielo mentre Matt guarda la scena divertito.""A proposito.."" Ryan sposta velocemente lo sguardo da Matt a me.""Dovremmo chiedere di insonorizzare la stanza"" scoppia a ridere, a quanto pare Quinton non è l‘unico ad aver capito cosa è successo questa notte.",0,1,0,0,2,0,1,0,0,4
"1456","Sento le mie guance accaldarsi per l‘imbarazzo, tiro una gomitata al mio amico per farlo smettere.",3,0,1,4,1,2,2,1,6,1
"1457","""Sei un idiota!"" esclamo, sarò sicuramente diventata paonazza.",1,0,2,0,0,0,0,1,2,0
"1458","Dopo mangiato torno in camera di Matt per recuperare la mia borsa.",0,0,0,0,0,0,0,0,0,0
"1459","""Dopo le lezioni ti porto in un posto"" il ragazzo dagli occhi di ghiaccio mi prende per i fianchi e mi gira verso di lui.""Sei sempre così misterioso"" sbuffo.""Beh è questo che ti piace di me no?"" mi rivolge un accenno di sorriso.",0,1,1,0,2,0,2,3,2,2
"1460","""Non te la tirare Cullen"" gli faccio la linguaccia.",0,0,0,0,0,0,0,0,0,0
"1461","Mi butto sul mio letto ripensando a tutto ciò che è successo fra me e quel ragazzo che non ho mai smesso di desiderare dalla prima volta che l‘ho visto, nonostante tutto ciò che mi ha fatto passare.",0,1,1,0,1,0,0,1,1,1
"1462","Ogni volta che mi guarda mi perdo un po‘ di più nei suoi bellissimi occhi.",0,0,0,0,0,0,0,0,0,0
"1463","Con lui sto così bene che non trovo neanche le parole per spiegare come mi sento davvero.",1,0,0,0,0,0,0,1,1,1
"1464","Spero solo che non mi deluda e che non mi spezzi il cuore ancora.",0,0,0,0,0,0,0,0,0,1
"1465","Che ne pensate di questo capitolo?",0,0,0,0,0,0,0,0,0,0
"1466","Riuscirà Matt a non farla soffrire?",0,0,0,0,0,0,0,0,1,0
"1467","Non vedo l‘ora di scoprire dove voglia portarmi Matt:",0,0,0,0,0,0,1,0,0,0
"1468","lui è sempre così misterioso, ma in fondo è il lato di lui che mi intriga di più.",0,0,0,0,0,1,0,0,1,0
"1469","Decido di indossare un top bianco con le spalle e la pancia scoperte abbinato a un paio di jeans chiari che presentano qualche strappo sulle gambe.",0,1,0,0,1,0,0,2,2,1
"1470","Sento dei passi leggeri dietro la porta della mia stanza, mi sbrigo a infilarmi e ad allacciarmi le scarpe.",0,0,0,0,0,0,0,0,0,0
"1471","""Guarda che il tuo principe è qui fuori, sappi che poi dovrai raccontarmi ogni cosa perché sono curiosa di capire cosa sta succedendo fra voi due"" Addison entra nella mia camera come suo solito, apre la porta senza neanche preoccuparsi di bussare.",0,1,0,1,0,1,0,1,2,2
"1472","""Vedremo"" ridacchio.""Ma state insieme?"" domanda Addison cercando di andare più affondo alla questione.""No.."" il mio sguardo si abbassa, effettivamente non saprei definire il rapporto che si è venuto a creare fra me e Matt.",1,0,0,0,1,0,0,1,2,3
"1473","Non abbiamo mai parlato di una vera e propria relazione, ma non credo che lui abbia intenzione di rendere le cose serie tra di noi.",0,0,0,0,0,1,0,1,1,1
"1474","Mi piacerebbe poterlo considerare il mio ragazzo, ma, stando a quanto ne so, lui non ha mai voluto una relazione.",0,0,1,0,0,0,0,0,1,0
"1475","Scaccio questi pensieri dalla mia mente e mi precipito da lui, non è il momento di fasciarmi la testa.-""Non hai intenzione di dirmi dove stiamo andando, vero?"" domando a Matt mentre siamo in macchina, la musica risuonata dalla radio aleggia all‘interno dell‘abitacolo del veicolo.",0,0,1,0,2,1,0,4,0,7
"1476","""Melissa, devi avere un po‘ pazienza"" mi ammonisce divertito.",0,1,0,0,1,0,0,1,0,3
"1477","""Con te ce ne vuole fin troppa"" sogghigno in risposta.",1,0,1,0,0,0,0,0,1,0
"1478","Lui mi stringe la coscia e io rabbrividisco quasi in automatico al suo tocco, poi torna a posare la sua mano sul volante e a concentrarsi sulla strada che ha dinnanzi a sé.",0,0,0,1,0,0,0,1,0,1
"1479","Avrei preferito che continuasse a tenerla su di me, avere un contatto con lui mi rassicura.",0,0,0,0,0,0,0,0,0,1
"1480","""Dormiremo fuori, questo intanto posso dirtelo"" replica semplicemente, adesso sono ancora più curiosa di prima.""E dove?"" cerco di estorcergli qualche informazione in più.",0,0,0,0,0,0,0,0,0,1
"1481","È più forte di me, odio non avere il controllo delle situazioni.",2,0,2,2,0,2,0,1,2,1
"1482","""Stai chiedendo troppo, ma sappi che manca poco alla nostra destinazione"" ghigna sorridendo fra sé e sé, io sbuffo voltandomi nella sua direzione.",0,1,0,1,1,1,1,0,0,1
"1483","- Riesco a leggere ‘Stiltsville‘ su un cartello in plastica posizionato lungo la strada che stiamo percorrendo, non ho mai sentito parlare di questo posto.",0,1,0,0,0,0,0,0,1,1
"1484","Matt parcheggia la macchina di fronte a una piccola spiaggia con la sabbia bianca e l‘acqua del mare che pare essere chiarissima.",0,0,0,0,1,0,0,1,0,1
"1485","Sembra quasi deserto questo posto, noto che c‘è solo qualche pescatore sul molo intento a affondare la propria canna fra le leggere onde che increspano il velo superficiale d‘acqua limpida.",3,0,2,3,0,2,0,0,3,1
"1486","Scorgo una serie di palafitte che contornano la riva del mare, ce ne è una che attira la mia attenzione perché si distingue dalle altre per le sue dimensioni notevoli.""La vedi quella?""",0,0,0,0,0,0,0,1,0,2
"1487","Matt indica proprio quell‘enorme palafitta che non è di certo passata inosservata ai miei occhi.""È una palafitta che hanno acquistato i miei genitori un sacco di tempo fa, è da tanto che non vengo qua"" mi spiega con una punta di malinconia nel suo tono di voce.",0,1,0,1,0,1,0,0,1,0
"1488","Mi prende la mano e mi trascina in questo posto che, a quanto pare, ha segnato la sua infanzia.",0,0,0,0,1,0,0,0,0,2
"1489","La palafitta è costruita interamente in legno bianco e all‘interno ci sono una piccola cucina, una camera con un letto matrimoniale, un salotto arredato nei minimi dettagli e un ampio bagno con una vasca in ceramica.",0,1,1,0,1,0,0,2,0,3
"1490","""È bellissimo qui"" esclamo emozionata.",0,0,0,0,1,0,0,0,0,1
"1491","""Tu sei bellissima"" mi cinge i fianchi da dietro e si appoggia a me.",0,0,0,0,0,0,0,0,0,0
"1492","Decidiamo insieme di ordinare delle pizze per cena, in effetti comincio ad avere parecchia fame.",0,0,0,0,0,0,0,1,0,2
"1493","Dopo mangiato, mi sposto in camera per stendermi un po‘ sul grande letto matrimoniale mentre Matt termina di sistemare la cucina.",0,0,0,0,0,0,0,0,0,0
"1494","Avrei voluto dargli una mano a lavare i piatti, ma lui ha insistito affinché io non facessi nulla e l‘ho trovato un gesto particolarmente carino da parte sua.""Hey"" Matt richiama la mia attenzione mentre mi raggiunge, noto che non indossa più la sua maglietta.",0,0,0,0,1,0,0,1,0,4
"1495","Si mette a cavalcioni su di me, sento il suo rigonfiamento premere contro di me.",1,0,0,0,0,0,0,0,1,0
"1496","""Sento il tuo respiro un po‘ affannato cosa succede Melissa?"" ridacchia avvicinandosi alle mie labbra, mi bacia delicatamente.",0,0,0,0,0,0,1,0,0,0
"1497","Allaccio le braccia dietro al suo collo e lo avvicino a me, il suo corpo è perfettamente aderente al mio.",0,0,0,0,0,0,0,0,0,0
"1498","Abbasso la zip dei suoi pantaloni, lui se li sfila scalciandoli e poi lanciandoli in un angolo indefinito della stanza.",0,0,0,0,0,0,0,0,0,0
"1499","Passa poi a spogliarmi, baciando ogni centimetro che scopre della mia pelle.",0,0,0,0,0,0,0,0,0,0
"1500","Mi viene naturale inarcare la schiena come risposta al suo tocco.",0,0,0,0,0,0,0,0,0,0
"1501","""Quanta fretta"" sussurra divertito sfiorando le mie labbra, la sua mano si inoltra sotto i miei slip.",0,2,0,0,1,0,0,0,0,1
"1502","Sento il solito e familiare formicolio allo stomaco che provo ogni volta che lui mi sfiora.",0,0,1,0,0,0,0,2,0,2
"1503","Infila un dito al mio interno, poi due, non riesco a trattenere un gemito.",0,0,2,0,0,1,0,1,1,1
"1504","""Non devi trattenerti con me"" mormora mentre scivola  lentamente dentro di me.",0,0,0,0,0,0,0,0,0,0
"1505","Incalza un ritmo lento che per me è una vera e piacevole tortura.",1,2,1,1,1,2,1,2,2,2
"1506","""Ah vuoi che vada più forte"" sussurra contro il mio collo, sento una stretta allo stomaco.",1,0,1,0,0,0,0,1,1,1
"1507","Lui aumenta il ritmo delle sue spinte e io sento che sono vicina a cedere.",0,0,0,0,0,0,0,0,1,0
"1508","Si sfila velocemente da me, una volta raggiunto il massimo del piacere, io lo seguo a ruota.",0,1,0,1,1,0,1,0,1,2
"1509","Una sensazione di calore pervade il mio corpo di colpo, percepisco delle forti pulsazioni nel mio centro.",1,0,0,0,0,0,0,1,1,1
"1510","""Vorrei che ogni sera fosse così, vorrei passarle tutte con te"" mi confessa.",0,0,0,0,0,0,0,0,0,0
"1511","Poi mi bacia, chiede subito l‘accesso alla mia bocca con la lingua.",0,1,0,0,0,0,2,0,1,1
"1512","La sua lingua accarezza dolcemente la mia, poi si scontra con essa in un modo che si fa via via sempre più intenso, mi bacia sempre con più passione.",1,1,1,1,2,0,1,2,1,2
"1513","Mi solleva e mi porta su di sé, percepisco il suo rigonfiamento che preme contro il mio addorme.",1,0,0,0,0,0,0,0,1,0
"1514","""Meglio dormire, altrimenti penso dovremmo riconciare tutto da capo e qui non si finisce più"" mi ammonisce ridacchiando.",0,0,0,0,0,0,0,1,0,2
"1515","""Non che la cosa mi dispiaccia in fin dei conti"" aggiunge poi, gli sorrido senza riuscire a dire nulla in risposta.",0,0,0,0,0,0,0,1,0,0
"1516","Il respiro di Matt ad un tratto diventa regolare e controllato, si è addormentato abbracciato a me.",0,0,0,0,0,0,1,0,0,1
"1517","In questo momento sono felice, ma al contempo tanti dubbi assillano la mia mente.",0,1,0,0,1,0,0,1,0,2
"1518","Cosa siamo io e Matt?",0,0,0,0,0,0,0,0,0,0
"1519","Stiamo insieme?",0,0,0,0,0,0,0,1,0,1
"1520","Non ho coraggio di chiederlo, ho quasi paura della sua risposta.",2,1,0,2,0,0,1,0,2,5
"1521","E se andando avanti così mi innamorassi di lui?",0,0,0,0,0,0,0,0,0,2
"1522","Potrei davvero innamorarmi, io non mi sono mai sentita così con nessun altro.",0,0,0,0,0,0,0,0,0,0
"1523","E se lui non ricambiasse?",0,0,0,0,0,0,0,0,0,0
"1524","È ingestibile, è testardo, è misterioso, ma in fondo anche questo mi piace da morire di lui.",0,0,0,1,0,2,0,0,2,0
"1525","Mi chiedo se lui provi lo stesso per me, anche io per lui sono diversa da tutte le altre che ha avuto?",0,0,0,0,0,0,0,0,0,0
"1526","Mi addormento con queste domande che mi tormentano, il calore del suo corpo riesce però a darmi sicurezza e a farmi rilassare fino a farmi prendere sonno.",0,0,0,0,0,0,0,0,0,0
"1527","Cosa succederà fra Melissa e Matt?",0,0,0,0,0,0,0,0,0,0
"1528","Mi sveglio con un corpo caldo che mi avvolge con le sue braccia, incontro gli occhi di ghiaccio di Matt non appena sollevo il mio volto.",2,0,0,0,0,0,0,0,1,0
"1529","""Da quanto sei sveglio?"" domando con la voce ancora impastata dal sonno.""Da un po‘, ma non volevo svegliarti"" mi risponde scrollando le spalle.",0,0,0,0,0,0,0,0,0,1
"1530","""Adesso facciamo colazione, ho ordinato gli waffle perché non ho voglia di cucinare questa mattina"" mi dice Matt.""Tutta questa dolcezza e questa premura da parte tua mi spaventa assai, a cosa devo questo onore?"" mugugno stiracchiandomi, cerco di inarcare la mia schiena e di allungare le braccia per porre rimedio all‘intorpidimento dei miei muscoli.",0,1,0,0,1,0,0,2,0,6
"1531","""Ma sta zitta"" ridacchia e mi bacia.-""Facciamo il bagno?"" propone Matt mentre facciamo colazione.",0,0,0,0,0,0,0,0,0,2
"1532","Affondo la forchetta all‘interno del mio waffle, ne taglio un pezzetto e poi porto il boccone alle mia labbra.",1,0,3,1,0,1,0,2,1,1
